adminNm,adminPttnCd,longTermAdminSym,longTermPeribRgtDt,siDoCd,siGunGuCd,stpRptDt
횡성군 노인전문요양원,A03,14273000003,20080619,42,730,20060210
횡성효도마을,A03,14273000004,20080619,42,730,20070402
횡성초원의집,A03,14273000006,20080619,42,730,20060414
실로암요양원,A03,14273000010,20080624,42,730,20080624
뉴스프링,A03,14273000016,20080619,42,730,20080619
행복마을,A03,14273000019,20090225,42,730,20090225
아름다운노인요양원,A03,14273000024,20090529,42,730,20090528
횡성군소규모요양시설,A03,14273000029,20090715,42,730,20090714
스마일카운티,A03,14273000043,20110808,42,730,20110808
횡성재가노인복지센터,A03,14273000044,20111117,42,730,20101224
둔내요양원,A04,14273000048,20121026,42,730,20121022
매화실버요양원,A03,14273000051,20130701,42,730,20130701
청일요양원,A03,14273000056,20150420,42,730,20150420
엘림요양원,A03,14273000066,20171120,42,730,20171120
횡성한우리요양원,A03,14273000070,20180502,42,730,20180502
목천요양원,A04,14273000074,20190927,42,730,20190927
횡성효요양원,A03,14273000077,20200928,42,730,20200928
한결요양원,A04,14273000079,20210223,42,730,20210223
영월노인전문요양원,A03,14275000003,20080609,42,750,20070830
예가노인전문요양원,A03,14275000010,20080811,42,750,20080811
예가노인전문요양원,G31,14275000010,20080811,42,750,20080811
예가노인전문요양원,G32,14275000010,20080811,42,750,20080811
영월노인복지센터,A03,14275000020,20100301,42,750,20100301
영월군 노인요양원,A03,14275000021,20100721,42,750,20100721
The 사랑 노인요양원,A03,14275000027,20140304,42,750,20140304
노인요양시설 하늘정원,A03,14275000031,20160401,42,750,20160401
평창노인요양원,A03,14276000001,20080527,42,760,20080130
평창효사랑요양원,A04,14276000026,20091224,42,760,20091224
수성노인요양공동생활가정,A04,14276000027,20100208,42,760,20100208
대화노인요양원,A04,14276000037,20120113,42,760,20120113
월정사노인요양원,A03,14276000054,20170801,42,760,20170801
효원노인요양원,A03,14276000057,20180101,42,760,20180101
소망노인요양원,A03,14276000063,20190501,42,760,20190501
해든누리노인복지센터,A04,14276000065,20190615,42,760,20190615
오손도손요양원,A04,14276000074,20210723,42,760,20210723
새별이요양원,A04,14277000003,20080609,42,770,20080602
벧엘동산,A03,14277000005,20080619,42,770,20080619
소망의집,A04,14277000007,20080625,42,770,20050830
정선군노인요양원,A03,14277000010,20080625,42,770,20070125
정선효도마을,A04,14277000020,20110601,42,770,20110601
정선실버하우스요양원,A03,14277000026,20131128,42,770,20131128
탄광촌노인요양원,A04,14277000030,20161221,42,770,20161221
나전요양원,A04,14277000033,20190502,42,770,20190425
철원군노인전문요양원,A03,14278000001,20080609,42,780,20050303
철원군노인전문요양원,M31,14278000001,20080609,42,780,20050303
철원군노인전문요양원,M32,14278000001,20080609,42,780,20050303
몬띠노인요양원,A03,14278000030,20120726,42,780,20120726
행복한요양원,A03,14278000035,20131011,42,780,20131011
성산요양원,A04,14278000039,20150401,42,780,20150401
철원사랑요양원,A03,14278000044,20180316,42,780,20130220
부모사랑요양원,A04,14278000045,20180328,42,780,20120727
임마누엘요양원,A03,14279000001,20080620,42,790,20060120
화천 원광 보은의 집,A03,14279000002,20080620,42,790,20030826
다온요양원,A04,14279000017,20130226,42,790,20130213
부모사랑요양원,A04,14279000018,20140623,42,790,20140623
해안의집,A03,14279000022,20160601,42,790,20160601
카네이션요양원,A04,14279000023,20170801,42,790,20170801
아름다운동행요양원,A03,14280000011,20080630,42,800,20080630
성심노인전문요양원행복한사람들,A03,14280000013,20100204,42,800,20100203
사랑의 집,A03,14280000017,20101203,42,800,20101130
양구노인전문요양원,A03,14280000021,20150506,42,800,20150506
카네이션요양원,A04,14280000024,20210101,42,800,20210101
실버홈노인요양원,A03,14281000001,20080613,42,810,20040702
실버홈노인요양원,G31,14281000001,20080613,42,810,20040702
실버홈노인요양원,G32,14281000001,20080613,42,810,20040702
실버홈노인요양원,G33,14281000001,20080613,42,810,20040702
고성소망노인요양원,A03,14282000001,20080617,42,820,20080609
까리따스마태오요양원,A03,14282000002,20080617,42,820,20080609
고성연화마을,A03,14282000028,20110810,42,820,20110810
벧엘의 집,A04,14282000030,20130524,42,820,20130524
낙산요양원,A03,14283000001,20080626,42,830,20050101
디모테오꿈마을소규모요양원,A03,14283000003,20080701,42,830,20071207
현산소규모요양원,A03,14283000004,20080626,42,830,20080117
모정의집,A03,14283000022,20091116,42,830,20091116
성산사랑마을,A03,14283000026,20100607,42,830,20100607
희망실버하우스,A04,14283000034,20170515,42,830,20170515
강릉자비노인복지센터,B01,24215000211,20150831,42,150,20150831
강릉자비노인복지센터,B02,24215000211,20150831,42,150,20150831
강릉자비노인복지센터,B03,24215000211,20150831,42,150,20150831
갈바리노인복지센터1,B01,24215000246,20161228,42,150,20161228
갈바리노인복지센터1,B02,24215000246,20161228,42,150,20161228
새봄주간보호센터,B03,24215000284,20190301,42,150,20190301
강릉재활주간보호센터,B03,24215000287,20190425,42,150,20190410
벧엘주간보호센터,B03,24215000288,20190501,42,150,20190501
민들레노인복지센터,B03,24215000290,20190601,42,150,20190601
한마음방문요양센터,B01,24215000291,20190701,42,150,20190701
착한사랑재가복지센터,B01,24215000293,20190808,42,150,20190808
착한사랑재가복지센터,B02,24215000293,20190808,42,150,20190808
착한사랑재가복지센터,B03,24215000293,20190808,42,150,20190808
착한사랑재가복지센터,B05,24215000293,20190808,42,150,20190808
강릉365주간보호센터,B01,24215000294,20190903,42,150,20190903
강릉365주간보호센터,B03,24215000294,20190903,42,150,20190903
예담노인복지센터,B01,24215000298,20191001,42,150,20191001
예담노인복지센터,B02,24215000298,20191001,42,150,20191001
예담노인복지센터,B03,24215000298,20191001,42,150,20191001
소망재가복지센터,B01,24215000301,20191108,42,150,20191108
JS통합재가복지센터,B01,24215000303,20191119,42,150,20191119
JS통합재가복지센터,B02,24215000303,20191119,42,150,20191119
JS통합재가복지센터,B05,24215000303,20191119,42,150,20191119
민들레재가복지센터,B01,24215000305,20191201,42,150,20191201
민들레재가복지센터,B02,24215000305,20191201,42,150,20191201
행복나눔협동조합,B01,24215000306,20191201,42,150,20191201
행복나눔협동조합,B02,24215000306,20191201,42,150,20191201
서연재가요양센터,B01,24215000308,20191204,42,150,20191204
효드림재가복지센터,B01,24215000310,20191217,42,150,20191217
에쉐르재가복지센터,B01,24215000312,20191224,42,150,20191224
율곡노인복지센터,B03,24215000314,20191226,42,150,20191226
은영재활주간보호센터,B03,24215000315,20200103,42,150,20200103
온누리 주야간보호센터,B03,24215000316,20200106,42,150,20200106
한나시니어 복지센터,B03,24215000326,20200427,42,150,20200427
혜성재가복지센터,B01,24215000328,20200427,42,150,20200427
주영노인복지센터,B01,24215000331,20200701,42,150,20200701
선한재가복지센터,B01,24215000334,20200901,42,150,20200807
선한재가복지센터,B03,24215000334,20200901,42,150,20200807
은평재가노인복지센터,B01,24215000335,20200901,42,150,20200812
은평재가노인복지센터,B03,24215000335,20200901,42,150,20200812
들국화재가복지센터,B01,24215000336,20210101,42,150,20201130
들국화재가복지센터,B02,24215000336,20210101,42,150,20201130
강릉재가복지센터,B01,24215000338,20210201,42,150,20210105
강릉재가복지센터,B02,24215000338,20210201,42,150,20210105
강릉부모사랑 재활복지센터,B03,24215000339,20210315,42,150,20210315
금강재가복지센터,B01,24215000341,20210628,42,150,20210524
금강재가복지센터,B02,24215000341,20210628,42,150,20210524
부영의료기,B06,24215000342,20210628,42,150,20210524
에이스의료기,B06,24215000343,20210628,42,150,20210524
하슬라재가방문요양센터,B01,24215000345,20210802,42,150,20210802
들국화재가복지센터2,B01,24215000346,20210802,42,150,20210802
들국화재가복지센터2,B02,24215000346,20210802,42,150,20210802
강릉효플러스재가복지센터,B03,24215000349,20211001,42,150,20210915
주문진등대재가복지센터,B01,24215000351,20211101,42,150,20211012
주문진등대재가복지센터,B02,24215000351,20211101,42,150,20211012
그린재가방문간호센터,B05,24215000352,20211201,42,150,20211111
강릉누나재가복지센터,B01,24215000353,20211201,42,150,20211111
강릉누나재가복지센터,B02,24215000353,20211201,42,150,20211111
동해시노인종합복지관복지센터,B01,24217000006,20080623,42,170,20080623
동해시노인종합복지관복지센터,B02,24217000006,20080623,42,170,20080623
동해시노인종합복지관주간복지센터,B03,24217000007,20080623,42,170,20080623
동해시노인의료복지센터,B01,24217000056,20110322,42,170,20110315
동해이레복지센터,B01,24217000070,20150624,42,170,20141128
동해이레복지센터,B02,24217000070,20150624,42,170,20141128
동해이레복지센터,B03,24217000070,20150624,42,170,20141128
동해이레복지센터,B05,24217000070,20150624,42,170,20141128
동해이레복지센터,H31,24217000070,20150624,42,170,20141128
동해이레복지센터,H32,24217000070,20150624,42,170,20141128
해오름종합복지센터,B01,24217000079,20171101,42,170,20171101
해오름종합복지센터,B02,24217000079,20171101,42,170,20171101
해오름종합복지센터,B03,24217000079,20171101,42,170,20171101
해오름종합복지센터,B05,24217000079,20171101,42,170,20171101
천사종합복지센터,B01,24217000087,20190301,42,170,20190301
천사종합복지센터,B02,24217000087,20190301,42,170,20190301
천사종합복지센터,B03,24217000087,20190301,42,170,20190301
참사랑노인복지원,B01,24217000093,20190827,42,170,20190827
참사랑노인복지원,B02,24217000093,20190827,42,170,20190827
참사랑노인복지원,B03,24217000093,20190827,42,170,20190827
성모통합재가센터,B01,24217000096,20191112,42,170,20191112
성모통합재가센터,B02,24217000096,20191112,42,170,20191112
성모통합재가센터,B05,24217000096,20191112,42,170,20191112
동해재가복지센터,B01,24217000100,20191218,42,170,20191218
운교노인복지센터,B01,24211000216,20140501,42,110,20140501
운교노인복지센터,B02,24211000216,20140501,42,110,20140501
운교노인복지센터,B03,24211000216,20140501,42,110,20140501
&quot;춘천희망&quot;복지센터,B01,24211000228,20141006,42,110,20141006
&quot;춘천희망&quot;복지센터,B02,24211000228,20141006,42,110,20141006
&quot;춘천희망&quot;복지센터,B03,24211000228,20141006,42,110,20141006
&quot;춘천희망&quot;복지센터,B05,24211000228,20141006,42,110,20141006
A+춘천시니어복지센터,B01,24211000253,20151005,42,110,20151005
A+춘천시니어복지센터,B03,24211000253,20151005,42,110,20151005
삭주요양복지센터,B01,24211000275,20160603,42,110,20160603
삭주요양복지센터,B02,24211000275,20160603,42,110,20160603
춘천중앙노인복지센터,B03,24211000282,20160801,42,110,20160801
봄재활주간보호센터 동해,B03,24217000106,20210317,42,170,20210301
드림재가복지센터,B01,24217000107,20210317,42,170,20210301
진성재가복지센터,B01,24217000108,20210513,42,170,20210513
편안한재가요양센터,B01,24217000109,20210513,42,170,20210513
동해효재가센터,B01,24217000111,20210705,42,170,20210705
동해효재가센터,B02,24217000111,20210705,42,170,20210705
한결주야간보호센터,B03,24217000112,20210706,42,170,20210706
정다운케어복지센터,B01,24217000113,20210706,42,170,20210706
정다운케어복지센터,B02,24217000113,20210706,42,170,20210706
나눔재가복지센터,B01,24217000114,20211101,42,170,20211101
동해굿케어노인복지센터,B01,24217000115,20211101,42,170,20211101
동해굿케어노인복지센터,B02,24217000115,20211101,42,170,20211101
태백노인복지센터,B01,24219000005,20080701,42,190,20040915
태백노인복지센터,B02,24219000005,20080701,42,190,20040915
햇빛나눔노인복지센터,B01,24219000019,20150701,42,190,20150701
햇빛나눔노인복지센터,B02,24219000019,20150701,42,190,20150701
햇빛나눔노인복지센터,B03,24219000019,20150701,42,190,20150701
햇빛나눔노인복지센터,H31,24219000019,20150701,42,190,20150701
다같이효종합복지센터,B01,24219000021,20150701,42,190,20150701
다같이효종합복지센터,B02,24219000021,20150701,42,190,20150701
다같이효종합복지센터,B03,24219000021,20150701,42,190,20150701
다같이효종합복지센터,B05,24219000021,20150701,42,190,20150701
가족희망복지센터,B01,24219000023,20150701,42,190,20150701
가족희망복지센터,B02,24219000023,20150701,42,190,20150701
은초롱재가복지센터,B01,24219000024,20150702,42,190,20150702
은초롱재가복지센터,B02,24219000024,20150702,42,190,20150702
다사랑복지센터,B01,24219000029,20170824,42,190,20170824
태백효도노인복지센터,B01,24219000031,20180824,42,190,20180824
태백효도노인복지센터,B02,24219000031,20180824,42,190,20180824
24시 행복한복지센터,B02,24219000032,20191113,42,190,20191113
나비손재가복지센터,B01,24219000034,20210809,42,190,20210701
나비손재가복지센터,B02,24219000034,20210809,42,190,20210701
속초노인복지센터,B01,24221000001,20080522,42,210,20110523
반야노인복지센터,B01,24221000004,20080623,42,210,20080623
반야노인복지센터,B02,24221000004,20080623,42,210,20080623
속초시효재가노인복지센터,B01,24221000025,20090811,42,210,20090806
속초시효재가노인복지센터,B02,24221000025,20090811,42,210,20090806
속초시효재가노인복지센터,B03,24221000025,20090811,42,210,20090806
늘푸른요양원,B01,24221000034,20100324,42,210,20100324
늘푸른요양원,B03,24221000034,20100324,42,210,20100324
성암노인복지센터,B03,24221000042,20110411,42,210,20110411
실버랜드 재가노인복지센터,B03,24221000079,20180201,42,210,20180201
해밀 주간보호센터,B01,24221000083,20180622,42,210,20180622
해밀 주간보호센터,B03,24221000083,20180622,42,210,20180622
온정노인주간보호센터,B03,24221000086,20190129,42,210,20190129
100세시대 재활치료전문 노인주간보호센터,B03,24221000088,20190812,42,210,20190812
참사랑데이케어센터,B03,24221000089,20190830,42,210,20190830
행복재가방문요양센타,B01,24221000092,20191121,42,210,20191121
부모사랑복지센터,B01,24221000093,20191201,42,210,20191201
부모사랑복지센터,B03,24221000093,20191201,42,210,20191201
속초굿데이케어센터,B03,24221000094,20191205,42,210,20191205
가은재가노인복지센터,B01,24221000096,20200924,42,210,20200828
가은재가노인복지센터,B02,24221000096,20200924,42,210,20200828
유경재가노인복지센터,B01,24221000097,20201130,42,210,20201104
효도재가노인지원센터,B01,24223000002,20080526,42,230,20080402
삼척종합재가노인복지센터,B01,24223000035,20090703,42,230,20090629
삼척종합재가노인복지센터,B02,24223000035,20090703,42,230,20090629
삼척종합재가노인복지센터,B03,24223000035,20090703,42,230,20090629
도계재가노인지원센터,B01,24223000056,20130101,42,230,20121231
삼척노인복지센터,B03,24223000070,20150101,42,230,20150101
도계재가노인복지센터,B03,24223000073,20150730,42,230,20150710
우리돌봄재가복지센터,B01,24223000093,20200101,42,230,20200101
우리돌봄재가복지센터,B02,24223000093,20200101,42,230,20200101
A+기쁨사랑복지센터,B01,24223000094,20191213,42,230,20191213
A+기쁨사랑복지센터,B02,24223000094,20191213,42,230,20191213
다희재가복지센터,B01,24223000095,20200101,42,230,20200101
다희재가복지센터,B02,24223000095,20200101,42,230,20200101
A+삼척복지센터,B01,24223000096,20191218,42,230,20191218
A+삼척복지센터,B02,24223000096,20191218,42,230,20191218
봄재활주간보호센터,B03,24223000100,20200414,42,230,20200414
가가호호방문요양센터 삼척점,B01,24223000101,20200414,42,230,20200414
가가호호방문요양센터 삼척점,B05,24223000101,20200414,42,230,20200414
금옥재가복지센터,B01,24223000102,20200819,42,230,20200819
삼척방문요양센터,B01,24223000103,20200819,42,230,20200819
가나안방문요양센터,B01,24223000104,20210122,42,230,20210122
가인재가복지센터,B01,24223000105,20210122,42,230,20210122
가인재가복지센터,B02,24223000105,20210122,42,230,20210122
도계재가지원센터,B01,24223000107,20211129,42,230,20211129
따뜻한A+방문요양재가센터,B01,24223000108,20211129,42,230,20211129
햇살방문요양,B01,24223000109,20211129,42,230,20211129
중앙노인복지센터,B03,24272000013,20080630,42,720,20011204
중앙노인복지센터,H31,24272000013,20080630,42,720,20011204
정다운 복지센터,B01,24272000071,20160829,42,720,20160829
정다운 복지센터,B02,24272000071,20160829,42,720,20160829
상지종합복지센터,B01,24213000254,20170601,42,130,20170601
상지종합복지센터,B02,24213000254,20170601,42,130,20170601
상애주야간보호센터,B03,24213000259,20170802,42,130,20170802
원주실버데이케어센터,B03,24213000271,20180811,42,130,20180811
A+원주한결노인복지센터,B03,24213000279,20181101,42,130,20181101
원주재가노인복지센터,B01,24213000283,20190101,42,130,20190101
헤세드재활주간보호센터,B03,24213000291,20190520,42,130,20190520
더바른재가복지센터,B01,24272000092,20210625,42,720,20210419
아름다운 노인요양원,B01,24273000025,20090528,42,730,20090528
아름다운 노인요양원,B02,24273000025,20090528,42,730,20090528
아름다운 노인요양원,B03,24273000025,20090528,42,730,20090528
횡성군소규모요양시설,B03,24273000030,20090715,42,730,20090714
횡성재가노인복지센터,B03,24273000045,20111117,42,730,20100525
횡성장기요양센터,B01,24273000050,20130329,42,730,20130328
횡성장기요양센터,B02,24273000050,20130329,42,730,20130328
횡성장기요양센터,B03,24273000050,20130329,42,730,20130328
횡성주간보호센터,B01,24273000055,20150414,42,730,20150414
횡성주간보호센터,B02,24273000055,20150414,42,730,20150414
횡성주간보호센터,B03,24273000055,20150414,42,730,20150414
어르신사랑주간보호센터,B01,24273000057,20150612,42,730,20150612
어르신사랑주간보호센터,B02,24273000057,20150612,42,730,20150612
어르신사랑주간보호센터,B03,24273000057,20150612,42,730,20150612
어르신사랑주간보호센터,B04,24273000057,20150612,42,730,20150612
횡성효주간보호센터,B01,24273000061,20160715,42,730,20160715
횡성효주간보호센터,B02,24273000061,20160715,42,730,20160715
횡성효주간보호센터,B03,24273000061,20160715,42,730,20160715
우리요양사랑 재가복지센터,B01,24273000067,20180109,42,730,20180109
우리요양사랑 재가복지센터,B02,24273000067,20180109,42,730,20180109
우리요양사랑 재가복지센터,B03,24273000067,20180109,42,730,20180109
횡성열린노인복지센터,B01,24273000075,20191217,42,730,20191217
횡성열린노인복지센터,B02,24273000075,20191217,42,730,20191217
횡성노인주간보호센터,B03,24273000078,20201031,42,730,20201031
둔내주간보호센터,B01,24273000080,20210518,42,730,20210518
둔내주간보호센터,B02,24273000080,20210518,42,730,20210518
둔내주간보호센터,B03,24273000080,20210518,42,730,20210518
참사랑노인복지센터,B01,24275000001,20080610,42,750,20080610
영월돌봄사회서비스센터,B01,24275000023,20110401,42,750,20110401
영월돌봄사회서비스센터,B02,24275000023,20110401,42,750,20110401
영월재가노인지원센터,B03,24275000028,20140811,42,750,20140811
영월가정봉사원파견센터,B01,24275000035,20181101,42,750,20181101
영월가정봉사원파견센터,B02,24275000035,20181101,42,750,20181101
평창노인복지센터,B01,24276000004,20080610,42,760,20080605
평창효사랑노인복지센터,B01,24276000024,20091116,42,760,20091112
평창효사랑노인복지센터,B02,24276000024,20091116,42,760,20091112
평창효사랑노인복지센터,B03,24276000024,20091116,42,760,20091112
늘품노인복지센터,B01,24276000069,20191203,42,760,20191203
효재가방문센터,B01,24276000072,20201228,42,760,20201228
효재가방문센터,B02,24276000072,20201228,42,760,20201228
행복만들기 노인재가복지센터,B01,24276000073,20210202,42,760,20210202
행복만들기 노인재가복지센터,B02,24276000073,20210202,42,760,20210202
가인방문요양센터,B01,24276000075,20211025,42,760,20211025
천사의미소 방문요양센터,B01,24277000034,20200217,42,770,20200217
신동행복재가복지센터,B01,24277000035,20200217,42,770,20200217
신동행복재가복지센터,B02,24277000035,20200217,42,770,20200217
삼육재가복지센터,B01,24277000036,20200507,42,770,20200507
삼육재가복지센터,B02,24277000036,20200507,42,770,20200507
온누리재가방문요양센터,B01,24277000037,20210310,42,770,20210205
에덴재가복지센터,B01,24277000038,20210617,42,770,20210512
동송노인주야간보호센터,B01,24278000048,20191203,42,780,20191203
동송노인주야간보호센터,B03,24278000048,20191203,42,780,20191203
섬김주간보호센터,B01,24278000049,20200106,42,780,20200106
섬김주간보호센터,B03,24278000049,20200106,42,780,20200106
사랑애(愛) 노인 주·야간보호센터,B01,24278000050,20200702,42,780,20200702
사랑애(愛) 노인 주·야간보호센터,B02,24278000050,20200702,42,780,20200702
사랑애(愛) 노인 주·야간보호센터,B03,24278000050,20200702,42,780,20200702
감동주야간보호센터,B03,24278000051,20210202,42,780,20201102
솔향복지센터,B01,24215000199,20150521,42,150,20150521
솔향복지센터,B02,24215000199,20150521,42,150,20150521
솔향복지센터,B03,24215000199,20150521,42,150,20150521
아름다운동행재가센터,B01,24280000012,20090801,42,800,20090801
아름다운동행재가센터,B02,24280000012,20090801,42,800,20090801
아름다운동행재가센터,B03,24280000012,20090801,42,800,20090801
성심재가노인복지센터,B03,24280000023,20151101,42,800,20151101
가가호호케어,B01,24281000016,20210830,42,810,20210830
가가호호케어,B02,24281000016,20210830,42,810,20210830
가가호호케어,B03,24281000016,20210830,42,810,20210830
가가호호케어,B05,24281000016,20210830,42,810,20210830
까리따스노인복지센터,B01,24282000005,20080617,42,820,20080609
까리따스노인복지센터,B02,24282000005,20080617,42,820,20080609
까리따스노인복지센터,B03,24282000005,20080617,42,820,20080609
고성노인복지센터,B01,24282000037,20191210,42,820,20191210
고성노인복지센터,B02,24282000037,20191210,42,820,20191210
고성노인복지센터,B03,24282000037,20191210,42,820,20191210
디모테오꿈마을소규모요양원,B03,24283000008,20080626,42,830,20071211
현산소규모요양원,B01,24283000009,20080626,42,830,20080131
현산소규모요양원,B03,24283000009,20080626,42,830,20080131
행복노인복지센터,B01,24283000011,20080626,42,830,20080616
행복노인복지센터,B02,24283000011,20080626,42,830,20080616
행복노인복지센터,B03,24283000011,20080626,42,830,20080616
낙산노인복지센터,B03,24283000012,20080626,42,830,20050401
우리동네재가노인복지센터,B01,24283000043,20201110,42,830,20201110
우리동네재가노인복지센터,B02,24283000043,20201110,42,830,20201110
독일의료기,B06,24283000044,20201117,42,830,20201117
현산메디칼,B06,24283000045,20210105,42,830,20210105
효드림재가노인복지센터,B01,24283000046,20210318,42,830,20210318
양양재활재가노인복지센터,B01,24283000048,20211021,42,830,20210925
A+기쁨사랑복지센터,B01,24217000102,20191218,42,170,20191218
A+기쁨사랑복지센터,B02,24217000102,20191218,42,170,20191218
A+해오름종합복지센터,B01,24217000103,20191218,42,170,20191218
A+해오름종합복지센터,B02,24217000103,20191218,42,170,20191218
A+해오름종합복지센터,B05,24217000103,20191218,42,170,20191218
사랑꽃종합복지센터,B01,24217000105,20210301,42,170,20210301
사랑꽃종합복지센터,B03,24217000105,20210301,42,170,20210301
사랑모아재가센터,B01,24272000084,20200619,42,720,20200619
&quot;진리&quot;어르신방문요양센터,B01,24272000087,20201101,42,720,20201101
어부바시니어 홍천점,B01,24272000090,20210419,42,720,20210419
어부바시니어 홍천점,B02,24272000090,20210419,42,720,20210419
화천재가노인복지센터 주야간보호소,B03,24279000026,20181224,42,790,20181221
사랑의 집,B01,24280000001,20080701,42,800,20061012
사랑의 집,B02,24280000001,20080701,42,800,20061012
가람재가복지센터,C01,34143000071,20140520,41,430,20140519
가람재가복지센터,C02,34143000071,20140520,41,430,20140519
가람재가복지센터,C03,34143000071,20140520,41,430,20140519
성심노인복지센터,C01,34143000072,20140601,41,430,20140601
성심노인복지센터,C02,34143000072,20140601,41,430,20140601
꿈에그린주야간보호센터,C03,34143000077,20151123,41,430,20151123
가가호호 노인복지센터,C01,34143000078,20160126,41,430,20160126
가가호호 노인복지센터,C02,34143000078,20160126,41,430,20160126
예사랑재가노인복지센터,C01,34143000079,20160316,41,430,20160308
착한재가복지센터,C01,34143000080,20160411,41,430,20160401
착한재가복지센터,C02,34143000080,20160411,41,430,20160401
푸른실버 재가노인복지센터,C01,34143000084,20160801,41,430,20160801
푸른실버 재가노인복지센터,C03,34143000084,20160801,41,430,20160801
가온재가방문요양센터,C01,34143000088,20170619,41,430,20170619
가온재가방문요양센터,C02,34143000088,20170619,41,430,20170619
송림주간보호센터,C01,34143000091,20180227,41,430,20180227
송림주간보호센터,C03,34143000091,20180227,41,430,20180227
청계효나눔재가센터,C01,34143000094,20180724,41,430,20180724
청계효나눔재가센터,C02,34143000094,20180724,41,430,20180724
시냇물재가복지센터 의왕지점,C01,34143000095,20180823,41,430,20180823
시냇물재가복지센터 의왕지점,C02,34143000095,20180823,41,430,20180823
아리아케어 라운지 포일점 주야간보호,C01,34143000097,20181217,41,430,20181217
아리아케어 라운지 포일점 주야간보호,C02,34143000097,20181217,41,430,20181217
아리아케어 라운지 포일점 주야간보호,C03,34143000097,20181217,41,430,20181217
굿모닝주간보호센터,C01,34143000098,20190225,41,430,20190225
굿모닝주간보호센터,C02,34143000098,20190225,41,430,20190225
굿모닝주간보호센터,C03,34143000098,20190225,41,430,20190225
가나안재가복지센터,C01,34143000099,20190226,41,430,20190226
가나안재가복지센터,C02,34143000099,20190226,41,430,20190226
봄날재가장기요양센터,C01,34143000101,20190701,41,430,20190701
봄날재가장기요양센터,C02,34143000101,20190701,41,430,20190701
경기방문요양센터,C01,34143000102,20190708,41,430,20190708
소망재가방문요양센터,C01,34143000105,20191108,41,430,20191101
소망재가방문요양센터,C02,34143000105,20191108,41,430,20191101
(주)어르신세상 의왕센터,C01,34143000107,20191203,41,430,20191203
(주)어르신세상 의왕센터,C02,34143000107,20191203,41,430,20191203
(주)어르신세상 의왕센터,C03,34143000107,20191203,41,430,20191203
(주)어르신세상 의왕센터,C05,34143000107,20191203,41,430,20191203
도우주간보호센터,C01,34146000570,20170203,41,463,20170203
도우주간보호센터,C02,34146000570,20170203,41,463,20170203
도우주간보호센터,C03,34146000570,20170203,41,463,20170203
소망재가장기요양센터,C01,34146000573,20170224,41,461,20170224
소망재가장기요양센터,C02,34146000573,20170224,41,461,20170224
연세주야간보호센터,C03,34146000577,20170315,41,463,20170315
굿모닝방문요양센터,C01,34146000581,20170327,41,463,20170327
굿모닝방문요양센터,C02,34146000581,20170327,41,463,20170327
우리기쁨주야간보호센터,C03,34146000582,20170331,41,463,20170331
케어 에이치,C06,34146000583,20170331,41,463,20170331
한마음주야간보호센터,C03,34146000588,20170424,41,461,20170424
볕뉘재가노인복지센터,C01,34146000589,20170427,41,463,20170427
볕뉘재가노인복지센터,C02,34146000589,20170427,41,463,20170427
가족사랑 홈케어,C01,34146000591,20170512,41,463,20170512
가족사랑 홈케어,C02,34146000591,20170512,41,463,20170512
나눔방문요양센터,C01,34146000596,20170612,41,461,20170612
나눔방문요양센터,C02,34146000596,20170612,41,461,20170612
로뎀노인복지센터,C01,34146000609,20170803,41,461,20170803
로뎀노인복지센터,C02,34146000609,20170803,41,461,20170803
가나안방문요양센터,C01,34146000611,20170814,41,461,20170814
가나안방문요양센터,C02,34146000611,20170814,41,461,20170814
삼성효재가복지센터,C01,34146000612,20170814,41,463,20170814
삼성효재가복지센터,C02,34146000612,20170814,41,463,20170814
한마루재가장기요양기관,C01,34146000613,20170824,41,461,20170824
한마루재가장기요양기관,C02,34146000613,20170824,41,461,20170824
내촌자매주간보호센터,C03,34165000205,20150205,41,650,20150205
보금자리방문요양센터,C01,34165000209,20150430,41,650,20150430
운천의료기,C06,34165000212,20150520,41,650,20150520
샬롬방문요양센터,C01,34165000222,20151002,41,650,20151002
사과나무노인복지센터,C01,34165000223,20151013,41,650,20151013
사과나무노인복지센터,C03,34165000223,20151013,41,650,20151013
늘푸른요양센터,C01,34165000232,20160405,41,650,20160405
처음처럼 노인주간돌봄센터,C01,34165000235,20160527,41,650,20160527
처음처럼 노인주간돌봄센터,C03,34165000235,20160527,41,650,20160527
동행주야간돌봄센터,C01,34165000240,20160727,41,650,20160727
동행주야간돌봄센터,C03,34165000240,20160727,41,650,20160727
한마음실버복지용구,C06,34165000247,20161114,41,650,20161114
우리마을돌봄센터,C01,34165000248,20161130,41,650,20161130
화동노인복지센터,C01,34165000250,20170112,41,650,20170112
한마음재가복지센터,C01,34165000253,20170217,41,650,20170217
한마음재가복지센터,C02,34165000253,20170217,41,650,20170217
한마음재가복지센터,C03,34165000253,20170217,41,650,20170217
길벗재가복지센터,C01,34165000254,20170223,41,650,20170223
보금자리노인주간돌봄센터,C03,34165000256,20170308,41,650,20170308
효사랑노인복지센터,C01,34165000259,20170401,41,650,20170401
효사랑노인복지센터,C03,34165000259,20170401,41,650,20170401
사랑샘재가노인복지센터,C01,34165000264,20170609,41,650,20170609
사랑샘재가노인복지센터,C02,34165000264,20170609,41,650,20170609
섬김노인주간보호센터,C03,34165000269,20170807,41,650,20170807
